comentarios,id_comentarios,nombre_canal,categoria,dummy_y
"Al ver cómo queda el dibujo: OMGGGG ESTA HERMOSOOOOOOOO
Al ver el mío:POR QUÉ NO ME QUEDO ASIIIIIIIIIIIIIIIII!!! ",UgxAF-AkFxhjBp6mwKR4AaABAg,DOMERELLY,dibujo,1
"Que bien hecho! A mi me salio un poco diferente, jeje. Gracias por compartir.",UgxMZeNye9rkH7qLWDx4AaABAg,DOMERELLY,dibujo,1
Como pasa el tiempo tenía 13 cuando vi tus vídeos y ya tengo 20 ,Ugz2makdMGMZvs-gr854AaABAg,DOMERELLY,dibujo,1
Wow después de más o menos un año o dos volvió y       supersayajin tres,Ugwrvn7SnDetFw8uhOV4AaABAg,DOMERELLY,dibujo,1
ahora volvere a dibujar ...  desde que dejaste de subir videos ya no dibujaba... ahora manos a la obra ,UgwTv83WRsbl4xUIcxN4AaABAg,DOMERELLY,dibujo,1
A los años q veo tus vídeos  fue loq me instiro a dibujar saludos de Ecuador,UgwJH-9V5ViyqXN2IpJ4AaABAg,DOMERELLY,dibujo,1
Tenía mis dudas al principio pero luego ya se vio súper realista la fresa. Quedó muy chévere.,UgxZT-NSqGko_0bnwf14AaABAg,DOMERELLY,dibujo,1
Hola llevo poco conociendote pero llevo dos meses aprendiendo a dibujar de ti dibuje la sirena. El hada.y el ángel todo ello a lápiz me gustaría que dibujaras algún demonio por favor y pido a todos tus seguidores que voten por ese dibujo porque de verdad me interesa mucho y aparte e buscado algún dibujo de demonios y ángeles caídos y la verdad que no hay muchos y seguro que aparte de esos dibujos monos que haces también hay gente un poco mas tétrica interesada en otros dibujos y la verdad que contigo aprendo mejor que con otros por favor ayudame con los demonios AISIN,Ugxg9fC6aQgo5Dlzo7l4AaABAg,DOMERELLY,dibujo,1
Te extrañábamos que bueno que volviste fuiste la pionera de los dibujantes en YouTube  esperaba tus dibujos desde hace como dos años.,UgxqB5pHCo4Gu0V0mXV4AaABAg,DOMERELLY,dibujo,1
Volviste... ha pasado tanto. Tu fuiste la que me hizo el semi-artista que soy y me volveré en uno como tu.,UgxARWnCfWFYW18VBq14AaABAg,DOMERELLY,dibujo,1
"Volvistes gracias por subir otro video.
Ya extrañaba tu voz y obras de arte.",Ugwr6dJLGqIi6dGIE0x4AaABAg,DOMERELLY,dibujo,1
esta piba que tiene el pulso perfecto que a la primera le salio tan bien el circulito ese jajajaja,UgwkZXo3gQBhBMj5Ca94AaABAg,DOMERELLY,dibujo,1
No me salió pero seguire practicando hasta lograrlo.Consejo:nunca se rindan.,UgxQHqfQoCenek3zO_R4AaABAg,DOMERELLY,dibujo,1
nueva subcriptora y ahora me acabo de dar cuenta que este video es de hace n2 años XD,Ugx6TG88LCOkOswXaxh4AaABAg,DOMERELLY,dibujo,1
"Wow tus dibujos están chidos los mejores...Creí que ya no subiras. Quiero aprender más sobre ti,la mejor youtuber eres tú,soy tu sub.",Ugzce1CMyjTFydboxW94AaABAg,DOMERELLY,dibujo,1
No sirve osea esque no es por umillar solo es que tienes que de sir los materiales desde un principio osea ay me gaste tiempo hasta que tu dijiste los materiales porfavor te pido que expliques los materiales desde un principio  y no tomes este comentario como hate solo que es una recomendación ,UgxwoeC2-m41ND64JWd4AaABAg,DOMERELLY,dibujo,1
"Ella :mencionando todo tipo de lapiz
Yo:con mi lapiz de $15 pesos de la papeleria",Ugxg4EpsY_5z6aGESMV4AaABAg,DOMERELLY,dibujo,1
Yo aahhh ya no me salió solo párese dibujada por mi y mi prima na a desir que es muy fea ,UgwKJ5MWkuDrFyg28eR4AaABAg,DOMERELLY,dibujo,1
No sirve nada nadie tiene lápices especiales para hacer un dibujo,Ugy_sFRAaWF4YEbhabV4AaABAg,DOMERELLY,dibujo,1
Al principio en la portada pensaba que eran de verdad jajaja,UgxBud6dzB8BEHKvm-94AaABAg,DOMERELLY,dibujo,1
"Una preguntita,es recomendable usar un isopo para difuminar?",UgyoS71fODsAMnzkwh14AaABAg,DOMERELLY,dibujo,1
Yo quiero participar en el sorteo porque yo no tengo lapiceros de Minas y me interesaría mucho ganar te voy a pedir a Dios,UgxUjegFyRWp9K-ppGt4AaABAg,DOMERELLY,dibujo,1
"Extraño tanto a esta youtuber, ella hizo que iniciara a dibujar y a practicar, por ella es que hoy en dia dibujo y hago que mis dibujos sean mejores cada vez, si vuelves algun dia quiero que sepas que te adore con mi alma, dibujas a la perfección, te extraño mucho, buenas noches. ♡",UgyD_0wKlnTkp-q6CkR4AaABAg,DOMERELLY,dibujo,1
Domerelly está bien. Vayan a su página de facebook. Hizo un post. También está en Instagram :),Ugwwu9thS69gMuAXLsl4AaABAg,DOMERELLY,dibujo,1
cuando subirás nuevos vídeos yo soy nuevo jejeke ojala vuelva a subir videos,UgyIGNB7UlKsoqLLgY54AaABAg,DOMERELLY,dibujo,1
"Que te pasó domerelly, no se nada de vos. Hace un año te seguia, vuelvo esperando nuevos vídeos para aprender pero no estas. Buscó si hay alguna noticia de vos y dice que estas muerta... Si de verdad es cierto, hay mucha gente que sigue suscrita a este canal que seguro esperan una noticia de vos, y tienen que confirmarnos a nosotros como yo que están intranquilos sobre tu bienestar si de verdad estas muerta. Ojala que no, y que alguien haya leído esto esperando como yo una noticia. Te extraño mucho, te veo hace años y que estés supuestamente muerta me choca bastante, por favor que alguien me confirme con pruebas sobre tu bienestar o tu supuesta muerte, se lo agradecería mucho y otros más igual...",UgzP9oE-CC7KelBwJ6l4AaABAg,DOMERELLY,dibujo,1
"Heeyy, Doma, a dónde te metiste? Te necesitamos. Regresa por favor.",Ugy3GDgCjrjTYCftXGp4AaABAg,DOMERELLY,dibujo,1
"Que asco con los generadores de chismes que afirman que murió solo por hacerse los graciosos, definitivamente internet ayuda a los desgraciados a manifestar lo podridos que están como personas, si ya los veo rebuznado para contestarme este comentario, patéticamente predecibles en su pose bobalicona de ""trolls"" ( hasta esa será la razón de abandonar al canal, el estar lidiando con los babosos trolls).... bah! no valen mas la pena...",Ugx_ysNPGhdwqaFBW0B4AaABAg,DOMERELLY,dibujo,1
Éste canal merece estar entre canales perturbadores según dross :v,Ugw0vC2IsDsa-uOUEvV4AaABAg,DOMERELLY,dibujo,1
"Es como el chico de art attack que desapareció, y luego se supo que murió :'v",Ugw8Btsuksm20KoL3JB4AaABAg,DOMERELLY,dibujo,1
Lamento informar el fallecimiento de nuestra querida amiga y maestra que Dios la tenga en su gloria naa mentira we! ni idea ,UgxoE1F6hFW8FkrDQhd4AaABAg,DOMERELLY,dibujo,1
"Alguien sabe del paradero de Domerelly? Más nunca supimos nada de ella, ni por acá ni sus redes sociales.",UgxBv91MbCZcDGXOKa54AaABAg,DOMERELLY,dibujo,1
domerely te a pasado algo que no has podido subir video? me parece muy extraño y estoy preocupada por ti,Ugi7naNyRqVZQngCoAEC,DOMERELLY,dibujo,1
puedes hacer videos pintando a las princesas y a Anna y a Elsa y muchas cosas más mariposas puedes este hacer éste muchas cosas más porque quiero este ver tu vida me encanta tu vida yo estoy suscripto este canales chelsi mimirimo éste está muy buenos tus vídeos es muy elegante y pues hace más videos cuál es tu llamaste más nuevo porque quiero ver tus vídeos está muy bonitos,Ugi9e7kVJv9vHXgCoAEC,DOMERELLY,dibujo,1
"Hola, te quisiera pedir un favor y es que deseo que puedas dibujar a kakashi del anime naruto por favor , eh dibujado varios personajes, gracias a tu videos y ahora deseo dibujar a Kakashi, dibujas y explicas super bien, es por eso que quiero que subas un video asi. Por favor. 
Gracias!",UggPRdImteWHqngCoAEC,DOMERELLY,dibujo,1
estoy aprendiendo a dibujar. tus magníficos videos me han ayudado mucho. te lo agradezco bastante,UggZH9or3Neia3gCoAEC,DOMERELLY,dibujo,1
domerelly yo sigo intentando pero no puedo aprender a dibujar :(,UghL-X3A9od13XgCoAEC,DOMERELLY,dibujo,1
"Pues valla mi material preferido es la impresora , like si el tuyo tambien lo es xD",UghkqBoAeqeIh3gCoAEC,DOMERELLY,dibujo,1
NO ES POR ENTRAR AL CONCURSO EH MIRADO UN PAR DE TUS TRABAJOS Y LA VERDAD ME SORPRENDE CADA VES MAS TUS TRABAJOS MUY BUENOS,UggsQzNzBQBWlngCoAEC,DOMERELLY,dibujo,1
"por que ya no subes videos , tan padre que dibujas , dibuja a luffy",UgjhBAr841qL2HgCoAEC,DOMERELLY,dibujo,1
+domerelly puedes dibujar algo para mi por favor no se como el personaje de virtual hero del ribius plis me encantaria que tu lo dibujaras por favor,UgjVLqXD9lbSa3gCoAEC,DOMERELLY,dibujo,1
me fuera gustado que lo grabaras todo completo casi no me gusto y por favor musica  de Bethoven,Ugxjc5MtewitnIyWiHJ4AaABAg,DOMERELLY,dibujo,1
"este canal me enseño a dibujar no puedo describir la nostalgia que me da ver estos videos y la musica, me recuerda tanto cuando era pequeña y miraba estos time lapses, eres asombrosa dome!",UgyK1JJc5Fjd3dp9uNl4AaABAg,DOMERELLY,dibujo,1
"Podrías hacer un tutorial enseñando los trucos de como mantener la apariencia de un personaje o persona real si lo dibujo de perfil, en tres cuartos y en otros ángulos? O sea, yo no logro mantener la apariencia de un personaje si lo cambio de ángulo y quiero aprender eso. Pero no con las típicas líneas ya que eso no me ayuda, sino algo más profundo. Bueno, espero haberme explicado bien, saludos.",UghKupGm_TOIMngCoAEC,DOMERELLY,dibujo,1
oye me darías un consejo para dibujar tan bien ed que amo dibujar pero no lo hago tanbien como tu,Ugh_JrMeuNhCMHgCoAEC,DOMERELLY,dibujo,1
oye domerelly que colores usste para aquel gran dibujo disculpa mi ignorancia ?,UgiqzpCMaungtngCoAEC,DOMERELLY,dibujo,1
"amiga te ago una recomendacion xfabor puedes ir a algun lugar donde no se ilumine mucho porqueno se ve m,uy bien",UgiyY8U6QGGUDngCoAEC,DOMERELLY,dibujo,1
"me encanta como dibujas , hice muchos dibujos con tus tutoriales , y me ayudaste mucho a dibujar .  Gracias",UgjHW6r8YxlgOXgCoAEC,DOMERELLY,dibujo,1
ami me gusta no importa cuando subas videos y todos los que ponen no me gustan entonces que hagan el dibujo no es tan fácil que digamos,UgjxbriL8YqblXgCoAEC,DOMERELLY,dibujo,1
Porque no dibujas algo de DBZ como por ejemplo a bulma goku ssj4 estaria chido,Ughwx_bMKFbGz3gCoAEC,DOMERELLY,dibujo,1
Dromelly podrías dibujar a roronoa zoro de one piece por faaa?,Uggy3OGTNaI6A3gCoAEC,DOMERELLY,dibujo,1
Ojalá volvieras a subir vídeos como en los viejos tiempos cuando los dibujaban tu frente a cámara pero sobre todo ojalá volvieras a subir vídeos,Ugx_PQjVBNZLl2zWZyN4AaABAg,DOMERELLY,dibujo,1
de verdad no hace falta decir lo eres la mejor dibujante del mundo mundial que es eso sera de todo el  universo dibujas hermisisimo,UggER6y6Rrt3nHgCoAEC,DOMERELLY,dibujo,1
"pregunto, aparte del color blanco, que otros tipos de colores puedo utilizar que sean claros? un ejemplo",UgjmfpGwz0BBIHgCoAEC,DOMERELLY,dibujo,1
"Hola Domerelly! Soy Subscriptora, y me encantan tus tutoriales. Quería pedirte si podrías hacer un Tutorial para dibujar a los Ojos, o ""Doujutsus"" del Anime Naruto, osea:
-Rinnegan, o Rinne Sharingan. 
-Byakugan, o Tetseigan.
-Sharingan, o Mangekyo.

Te lo agradecería de verdad! Like para que lo vea porfavor!",Ugiww3zKIFPwZngCoAEC,DOMERELLY,dibujo,1
HAAA Y OTRA COSA PORFE TODOS TUS DIBUJOS HASLOS A LAPIS Y SI NO PS LO HABISAS A COMIENZO,UghN6Euj1zai3HgCoAEC,DOMERELLY,dibujo,1
"ollle me parese q lo q deverias hacer es hacer todo el proseso con la cara y luego si ya sea en otra pagina haces los toques solo si lo deseas 


PERO ME PARESE INCREIBLE 

como por ejemplo los ojos o el cabello por q regularmente  ya tienes la muñeca hacha
 

BAY BABY",UghxJXOiwpGWp3gCoAEC,DOMERELLY,dibujo,1
"hola podrías dibujar y colocar a marinette de ""prodijoisa""",UggiYQM6o-_47ngCoAEC,DOMERELLY,dibujo,1
"Dios, me encanta tu voz domerelly escucho tu voz para relajarme es la voz mas linda y tierna que e visto",UgiAksMZbyAa2HgCoAEC,DOMERELLY,dibujo,1
q es lo q uso para hacer esos puntos ummmmm respondanme porfa,Ugiur2KiQnNfH3gCoAEC,DOMERELLY,dibujo,1
"Hola domerelly  crees que puedes dibujar a ken kaneki pero sin la mascara ,porfabor",UgimkVi7LldviXgCoAEC,DOMERELLY,dibujo,1
NO domerelly no fuistes paso a paso explicando como dibujar al r2d2,Ugh46rUAE1F_eXgCoAEC,DOMERELLY,dibujo,1
te lo pongo en este video porque es uno de los que mas me llama la atencion,UgiBykq1nPU--HgCoAEC,DOMERELLY,dibujo,1
eres mi idolo en el dibujo podrias hacer un video enseñando a dibujar a ken kaneky de la serie tokyo ghoul por favor,Ugj_IyiZKCjp23gCoAEC,DOMERELLY,dibujo,1
"Me gusta mucho como dibujas, sigue subiendo muchos más videos así :).",UgivTY4nmMITpXgCoAEC,DOMERELLY,dibujo,1
que no el video se debería de llamar coloreando no dibujando xD buen dibujo like,UggfzihBH5YV6XgCoAEC,DOMERELLY,dibujo,1
"dibujas geniaaaal eres impresionante te adoroooo deberías tener 10,000,000 suscriptores guapaaa",Ugg3MJCcsAAU2XgCoAEC,DOMERELLY,dibujo,1
Quieren ver buenos dibujos pues pasen por mi canal CARBUSCUS CARLOS,UgiZdYxj65TQ-XgCoAEC,DOMERELLY,dibujo,1
Hola muy buenos todos los trabajos me puedes recomendar algunos lapizes poara pintar,Ugiqi2NQKSEdUHgCoAEC,DOMERELLY,dibujo,1
"Me gusta como dibujas, me han servido tus técnicas y he seguido algunos tutoriales y quisiera mostrarte mis dibujos para saber tu opinion :)",UgiM26ka_vh_0ngCoAEC,DOMERELLY,dibujo,1
"Dibujas muy bien y me han servido tus técnicas, yo he dibujado uno que otro con tus tutoriales y quisiera enviartelos para saber tu opinion :)",UggzKk15xBDbYngCoAEC,DOMERELLY,dibujo,1
Te puedo enviar dibujo que dibujar hoy mi brother por tu instagram te los envio,UgwAj1A9xMwjpwngQdl4AaABAg,Esteban Art's,dibujo,1
Cual es la cantidad apropiada de lápices prismacolor si solo quiero pintar animes? Alguien que sepa porque creo tener mas de 100 colores es una estupidez,Ugzrg6VOLkbmlYr2PJp4AaABAg,Esteban Art's,dibujo,1
"Recién me doy cuenta que aparecí XD y todavía en destacados ಡ ͜ ʖ ಡ, minuto 7:38 ( Naruto modo sabio de los 6 caminos)
P.S.: fue realizado con lápices de colores escolares Faber-Castell 48 piezas, XD solo puse mis prismacolor que recién obtuve.",UgyGfXCO6D0X1KK5OtN4AaABAg,Esteban Art's,dibujo,1
puedes hacer un dibujo de Kaneki por favor soy tu mayor fan todos los dibujos que subes yo los hago,Ugyw224pbnettqgjib94AaABAg,Esteban Art's,dibujo,1
"Sera que puedes hacer un tutorial para cabellos con rulos? No seria mucha diferencia al liso, pero sería de ayuda que hicieras un tutorial, tus tutoriales son muy buenos y dibujas increíble, esperó que lo puedas hacer, un saludo desde Brasil mi pana",Ugz2DtSxyz_pU_xxNmh4AaABAg,Esteban Art's,dibujo,1
"¿Cómo estas Esteban?, adoro tus dibujos gracias por subir vídeos me animas mucho a seguir dibujando otros me bajan el autoestima pero por alguna razón tus vídeos me motivan, gracias a tí he mejorado mucho, serí hermoso que algun día dibujaras a Sesshomaru o Garou de one punch amo esos  personajes",Ugyyn0E4uhzouKtSJ1d4AaABAg,Esteban Art's,dibujo,1
Muy buenos los dibujos. Felicitaciones a todos los artistas,Ugy4Caf82F5kmdSwpX54AaABAg,Esteban Art's,dibujo,1
As a tanjiro kamado de kimetsu no yaiba o shinjuro rengoku plis,Ugz2Eo7PnYYiFKJBwVd4AaABAg,Esteban Art's,dibujo,1
Hola Esteban qe puedo hacer para enviarte algunos míos? Genio saludos,Ugy5NQS_wjMngIHPNdt4AaABAg,Esteban Art's,dibujo,1
Apareció mi dibujo del retrato de teban 6:10 creí que no lo verías gracias por todo sensei,UgzVMhOsYkCIGDiB4lJ4AaABAg,Esteban Art's,dibujo,1
"Si quieres aprender a dibujar ojos MIRA ESTE VIDEO
https://youtube.com/playlist?list=PLi9-Ev65oepS6_Q1NuDyGooWJzSiu5f3x",UgxC1vIPWU3kkakqfEF4AaABAg,Esteban Art's,dibujo,1
"Woa uff sabes q  ojo quedaría súper increíble echo por el sensei Esteban, el de Akasa el demonio q peleó con Rengoku en kimetzu, no se, es muy bonito y echo por el papi Esteban uff como quedaría ",Ugz3F48ueHYT1jm2H7Z4AaABAg,Esteban Art's,dibujo,1
F por la pestaña de Esteban. Solos los antiguos recordamos eso,UgyS8Pyosj7aGA7v-w54AaABAg,Esteban Art's,dibujo,1
uf lamento llegar tarde pero quisiera ver a esteban realizando ojos realistas de enen no shobuitai espero q almenos alguien lea mi comentario,UgxlRYjp6HOIwjcmFIR4AaABAg,Esteban Art's,dibujo,1
"Amigo, hay un ojo bastante complejo de dibujar, puede que te interese, busca a Leonardo de Kekkai Sensen o algo así ",Ugw0ezI6Q3qwufLZ_a54AaABAg,Esteban Art's,dibujo,1
En el anime classroom The elite ahí personajes con ojos muy buenos,UgwZB-PhDa2T2CGJT1V4AaABAg,Esteban Art's,dibujo,1
El dibujo Sin el Brillo me gusto mas Pero aún así quedó impresionante,Ugy9P-VDCmb_FZxyjzN4AaABAg,Esteban Art's,dibujo,1
Me emcantaria que hicieras a obito uchiha en su momento de estar en akastsuki o como se escriba,UgyuXL9lczQh8SY7F9Z4AaABAg,Esteban Art's,dibujo,1
"disculpa esta observacion, pero en la estructura de un ojo masculino, las cejas deberian ser mas pobladas y cercanas al parpado superior",UgyYzw0Dz2sk5RBDAVB4AaABAg,Esteban Art's,dibujo,1
"Estaría bueno q hagas el nuevo villano de dragon ball super, se llama granola xdd pero tiene los ojos de distinto color",Ugzz2-PO1B0BMn6H5KZ4AaABAg,Esteban Art's,dibujo,1
"Alguien más piensa que Esteban sería un excelente profe de dibujos? 

Me encanta tus vídeos aprendo más rápido aquí que en mis propias clase XD",UgwM5jefjRL4Z2g6qzx4AaABAg,Esteban Art's,dibujo,1
Gracias Esteban bendiciones Saludos desde México Ixt. Una pregunta que tipo de bolígrafo el sea es bueno o alguno en especial buenas noches.,UgwA9ERzQbN-1g4Z1h54AaABAg,Esteban Art's,dibujo,1
"Esteban, has a bolígrafo azul y negro a los protagonistas, Godzilla VS Kong.",Ugxx6zCQtyyrGns7wUB4AaABAg,Esteban Art's,dibujo,1
Me encantan tus vídeos bro espero con ansias tutorial del método loomis eres mi canal de dibujo favorito y aprendo mucho con tus vídeos,Ugzr_oQ2c87KsG_3PtV4AaABAg,Esteban Art's,dibujo,1
Este man mezclando colores y haciendo degradados y sombras y yo con mis dibujos de minutos con círculos y palitos,UgykKuWEH-MvsBzvWNV4AaABAg,Esteban Art's,dibujo,1
"Que bien te quedan todos tus dibujos 
️.
Pero puedes hacer más de Naruto",UgwcNEat3dey_m2hoMp4AaABAg,Esteban Art's,dibujo,1
Podrías aser tutorial de cómo dibujar un cuerpo completo versión realista??:3,UgwaF3xcoh2GQ1JUPuh4AaABAg,Esteban Art's,dibujo,1
"Que loco el arte, que odio escribir con bolígrafo, pero cuando hice un dibujo fue super relajante como en el video",Ugx5my2T9AhavwnVQgN4AaABAg,Esteban Art's,dibujo,1
SIII nada mejor que salir del trabajo y ver un video de Esteban GOD ARTS :),UgxJRZjb2qHtvSoH0Yp4AaABAg,Esteban Art's,dibujo,1
"Alv Esteban estás a otro nivel
Eres un PINCHE FUCKING MASTER PRRO BROLY SÚPER SAYAJIN  BIEN PITUDO VENUDOTE APUNTO DE EVOLUCIÓNAR A UN DIOS CON EL SHARIGAN PERFECTO Y EL SUNSHINE MODO BICHO CON LA AVILIDAD DE CRONOS MODELO T-850 HACIENDO EL CONTRA ATAQUE EN MODO ASALTO CON EL GUANTELETE DEL INFINITO 
POR QUE QUICIO ENVIDIAVA AL CHAVO Y NO TENIA NADA
:V 
OK ERES PERFECCIÓN ",UgzEfZ138hLfJ8pjnZx4AaABAg,Esteban Art's,dibujo,1
Dibuja a curama realista de paso gastas tus prismacolor jsjsjs naa mentira solo si puedes buen dibujo me gusto,UgxI9HiTlvGQdGWvg0p4AaABAg,Esteban Art's,dibujo,1
Hola soy tu fan pen_arts.205 que tal si dibujas a deku modo realista plis,UgyeeJC_qmUwaJ_f1A54AaABAg,Esteban Art's,dibujo,1
Puedes dibujar a Dracule Mihawk de ONE PIECE semi realista porfa,UgyQJGcPk-yCGmwedrl4AaABAg,Esteban Art's,dibujo,1
al picachu realista de color le pondria de nombre picachuchazan,UgxQh6oVKF1iYg2eImZ4AaABAg,Esteban Art's,dibujo,1
O sino as un deadpool fucionado con a Iron Man  y venom realista xfa,UgwT1muaNS0sXhyX_ll4AaABAg,Esteban Art's,dibujo,1
Dibuja una charisar evolucionado super sajajin face 2  con aura y todo realista,UgwnjhdBTChI7w3ev9p4AaABAg,Esteban Art's,dibujo,1
1:00 Si me pareceria muy buena ideah que dibujaras un charizard :),UgwTefsQcDheuxmYQ6B4AaABAg,Esteban Art's,dibujo,1
"Me gustaría  Link de Zelda Breath of the wild 
Aunq el de 1 minuto podría ser el de links awakening que es más simple :)",UgyKEmIVIVwAiyaAs3R4AaABAg,Esteban Art's,dibujo,1
si porfa quiero ver un charisar realista pero iper realizta,Ugwl2-svhy_cFIOu4aZ4AaABAg,Esteban Art's,dibujo,1
Excelente dibujo nose porque no tienes mas supscristores me encanto el pikachu siguiente dibujo para el reto  charizard,Ugyob8sEdDUYwG7vCSN4AaABAg,Esteban Art's,dibujo,1
"Ahsha todos con sus dibujitos, yo domino el arte de personas de palitos C:<",UgwKW0Vx7FAxt-PQJbh4AaABAg,Esteban Art's,dibujo,1
Hay 2 grandes razones por las que me gustó este dibujo; 05:05,UgwzdhtWeEHND5YNN_14AaABAg,Esteban Art's,dibujo,1
"Mi dibujo salió al min 5:47, Goku y Vegeta vs Moro; muchas gracias Esteban 
Instagram: @oscarglez041020
Facebook: Oskart",UgwUmNBfyzFqde0VQpZ4AaABAg,Esteban Art's,dibujo,1
Hola artistas les traigo un nuevo reto de dibujo creado pormi lo que cosiste es aser un dibujo Mita manga y la otra mita anime quien ese apunta no importa q sea de la manera tradicional como en la digital creado por Zenitsu Arts,UgxsjjFznOBuc3yxynd4AaABAg,Esteban Art's,dibujo,1
