comentarios,id_comentarios,nombre_canal,categoria,dummy_y
Soy la única que se da cuenta que casi llegamos a este canal al millon,UgzyjbJKx2rMixuI53Z4AaABAg,Priti by Dani,dibujo,1
"alguien que me pueda ayudar a saber que marca de acuarelas ocupo o ocupa dani!!!!


autolike para conseguir ayuda( ´･･)ﾉ(._.`)",UgzLlZsuZ1mzM496tlR4AaABAg,Priti by Dani,dibujo,1
"Holi Dani, las clases son muy cheveres y aprendo muchoooo
Seria chevere que hicieras un video dándonos tips o como dibujar en procreate
Saludos bye ",UgzRGYU6GmFFlu9MR694AaABAg,Priti by Dani,dibujo,1
Qué papel recomiendan para acuarela y donde comprarlo en línea?????,Ugyx-BSZKwX2aNP2U7J4AaABAg,Priti by Dani,dibujo,1
"Me super encantó y me sirvió de mucho ya que los colores que uso no hay mucha variedad de tonos de piel pero ahora se como hacerlos, me gustan tanto estas clases sin duda me servirán en mi materia de expresión grafica <3",UgwVmrbb3ZWFTjvapBp4AaABAg,Priti by Dani,dibujo,1
"¿Qué tal la primera clase de SOYSERRANO? ¿Les gusto? no se olviden de visitar la página oficial de Priti by Dani para los apuntes, los amo con todo mi corazón ️
www.pritibydani.com.mx",UgwLyMpbUpkcko4nHrF4AaABAg,Priti by Dani,dibujo,1
Gracias a estos videos y classes me ayudaron a descubrir mi estilo de arte gracias Dani y Jorgelos amo ,UgxGhYPq-okh5Q80bLF4AaABAg,Priti by Dani,dibujo,1
"JAJJAJAJ
Mire un anuncio completo de Netflix solo porque tenía una canción de BTS ️",UgxGn9h9JkIl5AwffN94AaABAg,Priti by Dani,dibujo,1
"Wow, con estas clases mejoro mi letra también, jsjsj gracias a todos los maestros increíbles de este curso",UgzgNNcuBT3kta3j-uV4AaABAg,Priti by Dani,dibujo,1
deberias de hacer un video de arte dijital como en una tableta,UgyzE4TVUqfomftJyg14AaABAg,Priti by Dani,dibujo,1
Me gustaría que nos dieras clases de arte digital me encantaría ya que estoy empezando a dibujar en mi IPad y me gustaría que me dieras algunos tips️️️,UgwKcSOI9kDEJX7vNaV4AaABAg,Priti by Dani,dibujo,1
Una pregunta que actividades enseñan en arte plastica y que debo repasar para poder hacer mi examen de admision por fa necesito ayuda,UgzjW4UxruJdtpVnURp4AaABAg,Priti by Dani,dibujo,1
"Profe: de donde saca tanta informacion de arte? 
Yo: profe uste ta bien viejo como para saltarse a un nivel más pro y súper más crak usted solo sabe hacer un arbolito con sus casas de techo de pico y el sol en la esquina y ya (literalmente literable) jajajaja",Ugx-iXMrf0ISVVmd6254AaABAg,Priti by Dani,dibujo,1
"Porfin!!!!!!!!!! Clase con el más 
Siiiiiiiiiiiiiiiiiii!!!!!
Te amo Jorge!!!!",UgyYlC6Ei_71HHVA6lR4AaABAg,Priti by Dani,dibujo,1
Estoy muy emocionada con la clase en verdad me gustó mucho gracias Dany por enseñarnos mucho y regalarnos de tu tiempo,Ugz7ih6gISjTEnpVy954AaABAg,Priti by Dani,dibujo,1
"Zentanglers no se olviden de visitar la página de pritibydani.com.mx al finalizar la clase, lo amoooo ️",Ugx33WQhgkSh8pYCfLR4AaABAg,Priti by Dani,dibujo,1
"soy nueva aqui , pero una consulta , los pinceles para acuarelas son especiales o puedes pintar  con cualquier pincel",UgzdScMXWnhrmB7ObsV4AaABAg,Priti by Dani,dibujo,1
me encanta pintar con acuarelas es mi forma favorita de pintar,UgzuvbUa_j42-pKtRf54AaABAg,Priti by Dani,dibujo,1
"Dani!!
Eres genial, que bueno que hagas cursos gratis y nos compartas un poco de tu aprendízaje!!  ️",UgzSTuCxOdcafreYqEJ4AaABAg,Priti by Dani,dibujo,1
Cual es el nombre del papel de algodón que te gusta?? No lo encuentro,UgwBlmY5fJsYe-cIufB4AaABAg,Priti by Dani,dibujo,1
Porfafor quisiera pasar clases porfavor necesito me encanta el arte lo amo te dije desde antes plis no ignores este comentario ,UgwBh-9hNZgWGDjyoNh4AaABAg,Priti by Dani,dibujo,1
Yo solo le preste atención a el púlpito reversible rosa de atrás de ti,Ugzp5L8a6Gcc1_tSaBN4AaABAg,Priti by Dani,dibujo,1
Soy yo o Dani como q ya no tiene tanta pena porq ósea no ata coma mas abierta como q se deja llevar y Dani invita a pillo ,Ugx_OKHukpJw78WOeKF4AaABAg,Priti by Dani,dibujo,1
0:07 me di cuenta que era Dani por el dibujo de acuarela y mandalas,UgxqCpG38XrHpfrbJ-t4AaABAg,Priti by Dani,dibujo,1
Yo no e tomado estas clases pero se que Dani es la megor maestra del mundo,Ugyo-1MNKXcCHNyxkuV4AaABAg,Priti by Dani,dibujo,1
No se olviden de visitar pritibydani.com.mx al finalizar la clase. ¿Quién más les gustaría que diera clases en pritibydani?,UgyqzpzWJgXOFnT_TLt4AaABAg,Priti by Dani,dibujo,1
queremos que dibujes el cuerpo completo plisssss y parte por parte,UgyLJSQ1Tk5sse6XLZp4AaABAg,Priti by Dani,dibujo,1
Lo ame ️ el arcoíris de corazones es el símbolo que describe perfectamente a Dani,UgxYST29jGHM-74L7Fh4AaABAg,Priti by Dani,dibujo,1
"Que hermosa y gran artista! Me encantan tus dibujos, tienes mucho talento ️",Ugyq5if5m-4BUI3kfm94AaABAg,Priti by Dani,dibujo,1
"Ojalá duraran más tiempo estás clases, todo pasa muy rápido y me quedan muchas dudas :(",UgwhEH_pN7WcVkdpiZN4AaABAg,Priti by Dani,dibujo,1
alguien noto que se parece a la chica de tiktok de lossiblings ?,UgyHzqmuY321DQKWTF54AaABAg,Priti by Dani,dibujo,1
¿Alguna vez habrá clases de alguien que sí sepa dibujar y pintar? :v,UgxpxNTNZuo1mQZqpKp4AaABAg,Priti by Dani,dibujo,1
"La verdad aprecio el intento que hacen Cielo y Dani por enseñar a dibujar. Pero en esta clase, siento que el metodo no es el mejor, da resultados? Si, pero realmente no estas aprendiendo a dibujar bien bien.
Un autorretrato en realidad deberia ser producto de la buena observacion, no es algo que se haga a la primera pero con practica se puede lograr... el metodo de la cuadricula es irse por el camino facil.
No es hate, es solo mi opinion.",Ugz_3rmEOGIdZuKC8Ux4AaABAg,Priti by Dani,dibujo,1
"1:21 Cielo: Lo principal es tener una foto sin filtro
Yo: Híjole creo que eso no se va a poder 
Jsjsjsjs ",Ugx64D79kX7vojlWaFR4AaABAg,Priti by Dani,dibujo,1
"Sería un suppeeer sueño que Dani me contestará
La admiro mucho , y Dani si ves este comentario 
Gracias por inspirarme , y motivarte a hacer arte
Cuando sea grande quiero ser como tú.
TQM",UgwZzNwhyuCtl497ETx4AaABAg,Priti by Dani,dibujo,1
"No saben todo lo q aprendí con estos videos 
Gracias al canal de dani ahora dibujo mucho mejor",UgwxeknW3KlenA1ltot4AaABAg,Priti by Dani,dibujo,1
"A mi no me enseñan nada estas clases, creen que naci siendo artista",Ugzp6ATeAdGSb84EOuB4AaABAg,Priti by Dani,dibujo,1
Soy la única que le molesta que de la nada cielo diga que hay que hacer un círculo y de la nada ya tiene detalles y no explica,Ugy57hxxxQC87PvXUCt4AaABAg,Priti by Dani,dibujo,1
La verdad explica muy rápido y le faltan detalles en la explicación tómalo en cuenta para aver si aprendes algo por con tu explicación no se entiende nada,Ugwac1jcSvhMzHPedI94AaABAg,Priti by Dani,dibujo,1
muchas gracias nunca habia hecho un rostro la clase estubo genial,Ugz9zvbDLJD2peaYHcd4AaABAg,Priti by Dani,dibujo,1
"wow eres mejor explicando que dani amooooo
eres super explicando",UgyZiFnxGu5rwuSYZDh4AaABAg,Priti by Dani,dibujo,1
"Tengo una pregunta, como le haces para que luego de que se pinta el rostro no se vea el lapiz? yo se que se borra hasta que se vea poquito pero me pasa que si lo hago no veo bien lo que dibuje y si  no lo borro mucho despues me queda el lapiz marcado, tu como haces?",UgwNnH_xiuRa51e9LFJ4AaABAg,Priti by Dani,dibujo,1
"Gracias a ti dani algun dia cumplire mi sueño de ser dibujante  y sere como tu algun dia 
Contestame algun dia Porfis te quiero mucho ",UgwtijgmALEZ9wyGdTd4AaABAg,Priti by Dani,dibujo,1
"No es tan facil, se ve increible. Lo mio no es nada comparado a eso",Ugxo_vYw8XlVU3JAWyZ4AaABAg,Priti by Dani,dibujo,1
Tampoco se ve mucho el boceto lo Que no me permite entender Que formas hacer,Ugxf3p7VL-skK_cnF4t4AaABAg,Priti by Dani,dibujo,1
"Que interesante. En la experiencia del observador la dinámica del golpe guarda desde asiedad hasta expectativas. Incluso frustracion cuando el material no se transforma. Imagino que la inquietud por ver ruptura ha de ser por la violencia culturalmente naturalizada (generalizo sin quererlo), me imagino. Interesante.",Ugwt6QlNSv80LeDwa9p4AaABAg,Crearte Araiza,dibujo,1
"Es un tema que desconozco totalmente, estaría bueno tratarlo en algún en vivo
Saludos nos vemos mañana, estaré al pendiente",UgyVQUl2PUcoDDipoz94AaABAg,Crearte Araiza,dibujo,1
"Me gustan mucho tus platicas  Saludos desde Colombia, Valle Del Cauca, Cartago",Ugy_zMZeTNxdXx2VcLZ4AaABAg,Crearte Araiza,dibujo,1
"Hola desde CDMX, me podrías ayudar explicándome qué diferencia hay entre el blanco titaneo y zinc, cuándo o para qué se usa uno u otro, uso óleos de Atl. Muchas gracias !!! 
Gracias a esta plática acabo de entender que el blanco en lugar de dar luz opaca.
Es una lástima que estés en San Luis, te sigo desde hace mucho tiempo y me gustaría mucho tomar clases contigo, me gusta mucho como explicas he hecho varios ejercicios de los que publicabas antes de la pandemia como la mano con el tronco.
Gracias por compartirnos tu conocimiento en estas charlas, siempre son muy interesantes. Esta en particular me encantó, ojalá puedas continuar como comentaste con esto del color.
Qué es la bitácora, cómo me puedo unir a eso?",Ugx93Cf96kuKqFWzQG14AaABAg,Crearte Araiza,dibujo,1
"Muy bien, oye he visto unos de tu videos con DAS y sugieres cubrir y refrigerar la pasta, en la plastilina epoxica  ¿se recomienda refrigerar o mantenerla al medio ambiente? Gracias. Saludos desde CDMX",UgzUr5LuqXoheJxvpQl4AaABAg,Crearte Araiza,dibujo,1
Saludos y excelente noche Araiza buen temazo de la composición,UgyvOM4aCS5NBUzsrqd4AaABAg,Crearte Araiza,dibujo,1
Saludos desde BOGOTA   Te saludo y te informo que si entras por google  a santos balmori aurea mesura  encuentras el pdf  que puedes bajar sin problema .,Ugw0OaaP4ycqrjs81rp4AaABAg,Crearte Araiza,dibujo,1
Me tocó verlo después porqué se me presento un inconveniente,Ugwz3f17HKY8B2H-eGF4AaABAg,Crearte Araiza,dibujo,1
te descubri y estoy muy contenta.  cual es el video sobre CALCO LINEAS CALIGRAFICAS Y TRAMAS . DESDE VENEZUELA,Ugxobi6I-Vs_POw-82h4AaABAg,Crearte Araiza,dibujo,1
"Hola a todos:
Solo quería comentar que en el minuto 51:12 , se leyó un comentario que hice al respecto del Pintor John William Waterhouse, mencionando que el pinto la obre de Ophelia; esto es incorrecto esa pintura es del pintor John Everett Millais, ambos artistas pertenecen a la Hermandad Prerafaelita (Pre-Raphaelite Brotherhood) de ahí mi confusión.
Saludos!",Ugw44d-FSc5e1iT0IyF4AaABAg,Crearte Araiza,dibujo,1
"Hola, buen día mi niña, ya voy a ver tu video en diferido, un abrazo.",UgzHHubypnu2zfzGAGV4AaABAg,Crearte Araiza,dibujo,1
"No hay bronca por la hora ajaja todavía sigo despierto pintando haha excelente info, me uno al grupo",UgzYX-zQwj49gEFamOJ4AaABAg,Crearte Araiza,dibujo,1
"Gracias por compartir tus conocimientos, me encantan estos directos.",UgxXZ3SPDwFGAMzJBh54AaABAg,Crearte Araiza,dibujo,1
te envié un mensaje en Instagram bueno hoy no pude verlo lo veo ahora gracias por compartir,UgyP-rNcq0zVjOjvSR14AaABAg,Crearte Araiza,dibujo,1
"Paulina Gracias por toda la información que compartes. Una pregunta sobre el sellador que nos sugieres  ""metal Vit"" no lo encuentro con ese nombre, podrías darnos la marca de producto? Y me gustaría saber si lo busco en tiendas de arte o en tiendas de pintura. NUEVAMENTE GRACIAS.",UgwhGaz_CCkJj1lRDEV4AaABAg,Crearte Araiza,dibujo,1
"Paulina aunque hago guardias y salgo hasta el otro día. Aquí estoy Presente. Procuro no perderme el contenido que nos das, que para mi es muy valioso porque me hubiera gustado estudiar artes plásticas (mi abuelo fue pintor) y nos aportas información que solo un maestro te enseña. En cuanto al material, mis pinceles preferidos son los “Princeton”  de pelo firme y suave, creo que son de pelo de marta y las acuarelas que más me gustan son las “Mondeluz” tienen una buena gama de colores con pigmentos de primera y buen aglutinante, además de que no le piden nada a las “Van Gogh” que son muy caras y duran poco. Mil gracias ",UgwbOMx5Usog53NSJYZ4AaABAg,Crearte Araiza,dibujo,1
"Hola Pau
Me perdí de nuevo el en vivo, me quedé esperando anoche...
Se que procuras llevar una secuencia logica en los en vivo, piensas abordar en algún momentos técnicas específicas o recetas con las que trabajaban algunos artistas importantes?
Me gustaría mucho abordara el tema.
Gracias.
Saludos!",Ugzzoz_bYZue0XKNa3d4AaABAg,Crearte Araiza,dibujo,1
"Hola Paulina gracias por todo lo que nos explica..
Me gustaría que nos explicará el color de la piel ..
Que Aceves  se hace complejo para mí ..",Ugz8Z7435ZaUpqybSH54AaABAg,Crearte Araiza,dibujo,1
"De lo que te hablaban es de una arcilla-grafito moldeable, no es la goma moldeable, se pueden hacer unas obras interesantes en formato grande, lo puedes encontrar en Amazon. . Saludos!",UgxbwZRBXYEb2bnMs1J4AaABAg,Crearte Araiza,dibujo,1
"La esencia es arriesgarse ,no tener miedo a lo que valla a salir ,solo pintar ,lo demás saldrá . Saludos",UgzAiVQW3-GoOjB-grh4AaABAg,Crearte Araiza,dibujo,1
"Hay una tecnica de pulido que en italiano creo que es, se llama bruñido(consiste en frotar una superficie dura y lisa, sobre la superficie a pulir o hacer brillar). Suele hacerse con la madera creo que previamente para despues depositar en ella laminas de oro.",UgyK3czfmGlhNRG9lw54AaABAg,Crearte Araiza,dibujo,1
Me perdí el en vivo. Muy interesante tema que da para más. Los artistas de la antigüedad se volverían locos con la cantidad de materiales que hoy en día tenemos a disposición . Saludos,UgxuklSwPjDtMQFUbKt4AaABAg,Crearte Araiza,dibujo,1
Los prismacolor son en esencia “ceras “ de este modo la mezcla cromática por yuxtaposición puede facilitarse mediante un “frottage “ rápido sin aplicar mucha presión para que se “mezclen” los colores ( en este procedimiento mecánicamente de calienta en color por decirlo así) Esto también explica porque al frotar los colores (ceras) al final con un lienzo se logra el pulido brillante. En la primaria eran mis colores preferidos ,UgzS3i8ifINK1EZawBV4AaABAg,Crearte Araiza,dibujo,1
"Siqueiros era un pintor sorprendente, ya que aparte de enseñarle mucho acerca de empleo de materiales a Jackson Pollock ( cosa que Pollock nunca mencionó, le faltaba sencillez) usaba pinturas que pocos se atreverían a usar. Un día dijo que usaba pintura comex porque era la mejor para un mural, pues cual otra iba aguantar lluvias, granizo, sol y las inclemencias del tiempo! Sus murales en el WORLD Trade Center de México son impresionantes Paulina. Espero algún día los visites. ",Ugz3Ukcc1WmMWOEeqVl4AaABAg,Crearte Araiza,dibujo,1
La solubilidad en agua de los materiales grasos y los no grasos dependerá del grado de hidrosolubilidad de las moléculas del colorante. Los grasos poseen poca hidrosolubilidad. Pero...Mediante procesos de ingeniería química se puede incrementar la hidrosolubilidad de un material graso. Para dar un ejemplo; Es el caso del maquillaje líquido que usan las mujeres para la cara  que aunque es ligeramente graso se lava fácilmente con agua. Siempre atento a tus videos que me dejan mucha enseñanza Paulina. Gracias ,Ugx3rauyMTt0PFMrfMl4AaABAg,Crearte Araiza,dibujo,1
"Los mejores recipientes para colores secos aglutinados con goma arábica, puede ser el yeso. Porque absorve el agua y existen distintas durezas. Uno puede modelar los modelos con plastilina o arcilla y hacer un molde de piezas múltiples para la reproducción (la misma técnica usada para hacer calcos de esculturas de marmol,con yeso y desmoldante vaselina sólida aplicada con pinceleta. Despues de hace una colada y se obtiene el modelo en algun yeso de mecánico dental o no. La dureza es a veces (solo a veces) útil.",Ugy3neqbH1pUwn0voTd4AaABAg,Crearte Araiza,dibujo,1
"En pigmentos yo uso ferrites, que serian oxidos de hierro calcinados y luego hechos reaccionar quimicamente,grafito en polvo(el cuidado en este caso es por lo volatil de las partículas). Oxido de titanio para el blanco y algunos tonos mas vivos que se caracterizan como cadmios. Estos pigmentos,se pueden mezclar con distintos materiales logrando solubilizaciones posteriores o directamente estabilizados como por ejemplo en parafina(crayones).",Ugx7G1Tcq07ZGfW6piB4AaABAg,Crearte Araiza,dibujo,1
La miel es un elastizante sutil. Se utiliza en colores secos para agua. ¡Saludos!,Ugz6ZVlhAmEh1me8sm14AaABAg,Crearte Araiza,dibujo,1
"Hola. Siempre te sigo. Vivo en la Patagonia argentina. No pude ver en directo. Pero lo veo gracias a que está grabado.
Pregunto por el esculturas de papel. Como se llamaba el artista?",Ugz5CJM_epkzGyIq_0N4AaABAg,Crearte Araiza,dibujo,1
"Fue un placer poder ver el directo, la verdad muchas gracias por abarcar temas que si o si son indispensables.",UgxbHvrGv9Z1lItV9Md4AaABAg,Crearte Araiza,dibujo,1
En internet pueden poner : pdf drive dibujo cuerpo humano y saldrán varios libros que se pueden bajar Paulina ,UgxgkBA9X5xZxq_KA3l4AaABAg,Crearte Araiza,dibujo,1
"El libro de Jack Hamm “Dibujando la cabeza y el cuerpo humano”, me sirvió de mucho para realizar ejercicios;  está disponible en grandes librerías comerciales y es muy económico. Valoramos mucho el tiempo que nos dedicas, sabemos que tienes muchas actividades que llenan tu día y aun así nos has haces un espacio.    Gracias Mil Paulina ",UgxAPpid7Kpj6F7gChR4AaABAg,Crearte Araiza,dibujo,1
